ad_name,hash
walmart.mp3,3c490cdd62f27f36970529a39fac6187
pizza_hut.mp3,b2cc55a72451262402038e15821e99e1
att.mp3,587328e6076283114baa1b3d78bb3b4e
verizon.mp3,a75057182de87de5c103017d62344761
subway.mp3,6d7582d3cb8a44e09a8e833e32d5a316
